x; y
0.006120725175113308;1.4017857142857142
0.022406262875978574;1.1479707792207792
0.032770910589204776;1.0198863636363635
0.04363617634940255;0.8963474025974026
0.052237330037082814;0.8349025974025974
0.0611433868974042;0.7751623376623377
0.07202513391017716;0.7558441558441559
0.08124639472599916;0.7666396103896104
0.09022043675319323;0.8410714285714286
0.09610630407911;0.932224025974026
0.10075813761845899;1.1628246753246754
0.10440667490729294;1.6481331168831168
0.1068623815409971;1.9991883116883118
0.10892253811289657;2.351948051948052
0.11056654305727234;2.7232954545454544
0.11299958796868562;3.049512987012987
0.11477132262051915;3.409659090909091
0.12101359703337453;3.167288961038961
0.1261145447053976;2.946022727272727
0.13243922538112896;2.7104707792207794
0.13899876390605684;2.418831168831169
0.144938195302843;2.2406655844155843
0.15209517923362173;2.0090909090909093
0.158749484960857;1.8293019480519481
0.1657684384013185;1.6425324675324675
0.1741470951792336;1.4569805194805194
0.1826102183765966;1.2998376623376624
0.19166872682323854;1.147564935064935
0.20169550885867324;1.0093344155844155
0.21084054388133497;0.9087662337662338
0.21955706633704158;0.8448051948051948
0.22885249278945197;0.7905844155844156
0.23860321384425215;0.7715097402597403
0.24794602389781623;0.7715097402597403
0.2573382777091059;0.8186688311688312
0.2644829007004532;0.9262987012987013
0.27089410795220437;1.2706168831168831
0.273339513803049;1.616801948051948
0.2764977338277709;2.063474025974026
0.2787165224557066;2.463961038961039
0.28084466419447873;2.850405844155844
0.2817779151215492;3.1040584415584416
0.2837865677791512;3.403814935064935
0.289445817882159;3.1952922077922077
0.2952966625463535;2.931168831168831
0.3017161104243922;2.648214285714286
0.30969097651421507;2.3791396103896103
0.31780593325092704;2.096590909090909
0.3275422332097239;1.8319805194805194
0.33615574783683555;1.6065746753246752
0.3438277709105892;1.4428571428571428
0.3530469715698393;1.2611201298701298
0.36189946435929127;1.1238636363636363
0.37204573547589614;0.9890422077922078
0.38274206839719815;0.869724025974026
0.39091470951792334;0.8258116883116883
0.40004120313143793;0.7902597402597402
0.41084260403790684;0.7612012987012987
0.42045529460238973;0.7991883116883117
0.4292295014421096;0.8862012987012987
0.43582612278533167;0.9794642857142857
0.4391017717346518;1.3060876623376623
0.4417387721466831;1.6090909090909091
0.44389369592088995;1.9373376623376624
0.44620931190770496;2.326055194805195
0.44819736299958796;2.6910714285714286
0.4502966625463535;3.05275974025974
0.4513226205191594;3.294642857142857
0.4533642356819118;3.4272727272727272
0.45807581376184586;3.1801136363636364
0.4636856201071281;2.940503246753247
0.4688483724763082;2.7343344155844154
0.4750762257931602;2.4973214285714285
0.48093737124021424;2.2759740259740258
0.48734445817882155;2.0765422077922078
0.49734651833539345;1.754301948051948
